INDEXSORT,YearIndex,Year,FemCode,MatCode,FDNA,FemID,MatID,DamFemCode,DamID,JuvID,Site,YearFirstCap,DOB,Age,Lifespan,IDNotes,DeathYear,FemNotes,Northing,Easting,FemRS,CapDate,CapMass,FirstBirth,DayBirth,FemSVLAft,FemTotAft,FemTailBreak,FemMassAft,Clutch,Cmass,RelCMass,MeanCmass,MeanCSVL,MeanCTot,SexRatio,Nmale,Nstillborn,Csuccess,OffID,JuvBDate,JuvDBirth,OffCode,OffDNA,OffMass,OffSVL,OffTot,OffTL,OffSex,SexAcc,OffRelDate,OffRS,OffNotes,CatchSept,SVLSept,TotSept,TBSept,MassSept,CopsL,CopsR,CopsTot,FolL,FolR,FolTot,NorthSept,EastSept
12095,29,2022,3335,3335,Tail in box 1,3104,3104,,,,CP,2021,,,,,,,828,207,11,13/01/2023,8.4562,10/02/2023,62,74,123,8,7.3816,4,2.2045,0.29864799,0.5511,29.9025,67.2675,0.75,3,0,1,11402,10/02/2023,62,4203,Tail in box 2,0.5733,30.1,68.07,37.97,1,,,8,,,,,,,,,,,,,,
12096,29,2022,,3335,,,3104,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11403,10/02/2023,62,4204,Tail in box 2,0.5347,30.4,67.79,37.39,0,,,7,,,,,,,,,,,,,,
12097,29,2022,,3335,,,3104,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11404,10/02/2023,62,4205,Tail in box 2,0.5261,29.36,66.49,37.13,1,,,6,,,,,,,,,,,,,,
12098,29,2022,,3335,,,3104,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11405,10/02/2023,62,4210,Tail in box 2,0.5704,29.75,66.72,36.97,1,,,5,,,,,,,,,,,,,,
12099,29,2022,5314,5314,Tail in box 1,2755,2755,4412,2205,7633,CP,2017,18/01/2016,7,7,,,,712,295,3,13/01/2023,10.8056,10/02/2023,62,82,135,19,9.0138,5,2.6697,0.296179192,0.5339,30.596,68.602,0.8,4,0,1,11406,10/02/2023,62,4211,Tail in box 2,0.5146,30.71,67.13,36.42,1,,,4,,,,,,,,,,,,,,
12100,29,2022,,5314,,,2755,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11407,10/02/2023,62,4212,Tail in box 2,0.5685,30.36,69.45,39.09,0,,,3,,,,,,,,,,,,,,
12101,29,2022,,5314,,,2755,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11408,10/02/2023,62,4213,Tail in box 2,0.4776,29.36,66.35,36.99,1,,,2,,,,,,,,,,,,,,
12102,29,2022,,5314,,,2755,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11409,10/02/2023,62,4214,Tail in box 2,0.5513,31.13,69.73,38.6,1,,,1,,,,,,,,,,,,,,
12103,29,2022,,5314,,,2755,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11410,10/02/2023,62,4215,Tail in box 2,0.5577,31.42,70.35,38.93,1,,,12,,,,,,,,,,,,,,
12104,29,2022,1101/2,1101/2,Tail in box 1,2817,2817,,,,CP,2018,,,,,,,662,277,12,13/01/2023,10.2399,10/02/2023,62,83,127,17,9.0885,4,2.7359,0.301028773,0.684,31.0125,71.505,0.5,2,0,1,11411,10/02/2023,62,4220,Tail in box 2,0.6915,30.73,72.11,41.38,0,,,11,,,,,,,,,,,,,,
12105,29,2022,,1101/2,,,2817,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11412,10/02/2023,62,4221,Tail in box 2,0.6623,30,69.15,39.15,0,,,10,,,,,,,,,,,,,,
12106,29,2022,,1101/2,,,2817,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11413,10/02/2023,62,4222,Tail in box 2,0.6596,31.5,71.55,40.05,1,,,9,,,,,,,,,,,,,,
12107,29,2022,,1101/2,,,2817,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11414,10/02/2023,62,4223,Tail in box 2,0.7225,31.82,73.21,41.39,1,,,8,,,,,,,,,,,,,,
12108,29,2022,4045,4045,Tail in box 1,3226,3226,,,,CP,2022,,,,,,"first year in, was 0000(18)",720,293,3,14/01/2023,9.6154,10/02/2023,62,76,154,58,7.733,4,2.2949,0.296767102,0.5737,30.61,69.38333333,0.25,1,0,1,11415,10/02/2023,62,4224,Tail in box 2,0.5977,30.34,68.83,38.49,0,,,7,,,,,,,,,,,,,,
12109,29,2022,,4045,,,3226,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11416,10/02/2023,62,4225,Tail in box 2,0.5915,30.82,70.82,40,1,,,6,,,,,,,,,,,,,,
12110,29,2022,,4045,,,3226,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11417,10/02/2023,62,4230,Tail in box 2,0.5466,30.67,68.5,37.83,0,,,5,,,,,,,,,,,,,,
12111,29,2022,,4045,,,3226,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11418,10/02/2023,62,4231,Tail in box 2,0.5591,30.61,,,0,,,4,,,,,,,,,,,,,,
12112,29,2022,3102,3102,Tail in box 1,3029,3029,3522,2709,8481,CP,2020,21/01/2018,5,7,,,,831,232,10,13/01/2023,8.266,10/02/2023,62,75,112,5,6.5789,4,2.2418,0.340756053,0.5605,30.775,68.24,0.75,3,0,1,11419,10/02/2023,62,4232,Tail in box 2,0.5447,30.78,67.21,36.43,0,,,3,,,,,,,,,,,,,,
12113,29,2022,,3102,,,3029,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11420,10/02/2023,62,4233,Tail in box 2,0.599,30.87,68.82,37.95,1,,,2,,,,,,,,,,,,,,
12114,29,2022,,3102,,,3029,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11421,10/02/2023,62,4234,Tail in box 2,0.5512,30.61,66.12,35.51,1,,,1,,,,,,,,,,,,,,
12115,29,2022,,3102,,,3029,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11422,10/02/2023,62,4235,Tail in box 2,0.5469,30.84,70.81,39.97,1,,,12,,,,,,,,,,,,,,
12116,29,2022,4010,4010,Tail in box 1,3227,3227,1303,2901,9581,CP,2022,23/01/2020,3,4,,,,799,237,11,14/01/2023,8.5398,10/02/2023,62,72,153,43,7.6783,2,1.1933,0.155412005,0.5967,30.285,67.11,1,2,0,1,11423,10/02/2023,62,4240,Tail in box 2,0.5951,30.09,67.01,36.92,1,,,11,,,,,,,,,,,,,,
12117,29,2022,,4010,,,3227,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11424,10/02/2023,62,4241,Tail in box 3,0.5982,30.48,67.21,36.73,1,,,10,,,,,,,,,,,,,,
12118,29,2022,3520,3520,Tail in box 1,3057,3057,2041,2311,8686,CP,2020,25/01/2018,5,7,,,,797,254,10,14/01/2023,8.329,11/02/2023,63,75,143,31,7.8202,3,1.747,0.223395821,0.5823,30.95333333,68.53,1,3,0,1,11425,11/02/2023,63,4242,Tail in box 3,0.6262,31.11,68.87,37.76,1,,,9,,,,,,,,,,,,,,
12119,29,2022,,3520,,,3057,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11426,11/02/2023,63,4243,Tail in box 3,0.5666,30.35,66.92,36.57,1,,,8,smaller,,,,,,,,,,,,,
12120,29,2022,,3520,,,3057,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11427,11/02/2023,63,4244,Tail in box 3,0.5542,31.4,69.8,38.4,1,,,7,,,,,,,,,,,,,,
12121,29,2022,5301,5301,Tail in box 1,3109,3109,2035,2657,9132,CP,2021,24/01/2019,4,6,,,,789,232,9,13/01/2023,9.6741,11/02/2023,63,77,153,74,8.1892,4,2.2578,0.275704587,0.5645,30.61,67.84,0.5,2,0,1,11428,11/02/2023,63,4245,Tail in box 3,0.5502,30.17,67.26,37.09,1,,,6,,,,,,,,,,,,,,
12122,29,2022,,5301,,,3109,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11429,11/02/2023,63,4250,Tail in box 3,0.5839,30.15,66.75,36.6,0,,,5,,,,,,,,,,,,,,
12123,29,2022,,5301,,,3109,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11430,11/02/2023,63,4251,Tail in box 3,0.5974,31.47,68.68,37.21,1,,,4,,,,,,,,,,,,,,
12124,29,2022,,5301,,,3109,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11431,11/02/2023,63,4252,Tail in box 3,0.5263,30.65,68.67,38.02,0,,,3,,,,,,,,,,,,,,
12125,29,2022,4044,4044,Tail in box 1,3228,3228,,,,CP,2022,,,,,,"first year in, was 0000(17)",780,272,8,13/01/2023,7.3542,11/02/2023,63,72,153,63,6.538,3,1.709,0.261394922,0.5697,30.92666667,70.73333333,0.666666667,2,0,1,11432,11/02/2023,63,4253,Tail in box 3,0.5887,31.06,71.71,40.65,1,,,2,,,,,,,,,,,,,,
12126,29,2022,,4044,,,3228,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11433,11/02/2023,63,4254,Tail in box 3,0.5637,31.01,72.71,41.7,1,,,1,,,,,,,,,,,,,,
12127,29,2022,,4044,,,3228,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11434,11/02/2023,63,4255,Tail in box 3,0.5566,30.71,67.78,37.07,0,,,12,,,,,,,,,,,,,,
12128,29,2022,1040,1040,Tail in box 1,2510,2510,2122,1835,6322,CP,2015,26/01/2013,10,12,,,,782,243,9,13/01/2023,13.0657,11/02/2023,63,87,146,28,10.914,6,3.9069,0.357971413,0.6512,31.62833333,70.39333333,0.833333333,5,0,1,11435,11/02/2023,63,4300,Tail in box 3,0.6588,31.74,71.26,39.52,1,,,11,,,,,,,,,,,,,,
12129,29,2022,,1040,,,2510,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11436,11/02/2023,63,4301,Tail in box 3,0.6736,31.76,69.4,37.64,1,,,10,,,,,,,,,,,,,,
12130,29,2022,,1040,,,2510,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11437,11/02/2023,63,4302,Tail in box 3,0.6208,32.16,71.35,39.19,1,,,9,,,,,,,,,,,,,,
12131,29,2022,,1040,,,2510,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11438,11/02/2023,63,4303,Tail in box 3,0.666,31.35,70.8,39.45,0,,,8,,,,,,,,,,,,,,
12132,29,2022,,1040,,,2510,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11439,11/02/2023,63,4304,Tail in box 3,0.6803,31.51,70.33,38.82,1,,,7,,,,,,,,,,,,,,
12133,29,2022,,1040,,,2510,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11440,11/02/2023,63,4305,Tail in box 3,0.6074,31.25,69.22,37.97,1,,,6,,,,,,,,,,,,,,
12134,29,2022,2450,2450,Tail in box 1,3229,3229,1011/2,2805,9986,CP,2022,14/02/2020,3,5,,,,832,238,10,14/01/2023,5.7221,11/02/2023,63,67,148,65,6.5451,2,1.1988,0.183159921,0.5994,30.915,69.7,0,0,0,1,11441,11/02/2023,63,4310,Tail in box 3,0.6396,31.2,71.26,40.06,0,,,5,bigger,,,,,,,,,,,,,
12135,29,2022,,2450,,,3229,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11442,11/02/2023,63,4311,Tail in box 3,0.5592,30.63,68.14,37.51,0,,,4,,,,,,,,,,,,,,
12136,29,2022,4444,4444,Tail in box 1,3230,3230,3042,2651,9728,CP,2022,4/02/2020,3,4,,,,766,282,6,12/01/2023,6.6806,11/02/2023,63,68,150,78,5.9206,2,1.1618,0.196230112,0.5809,31.06,69.26,0.5,1,0,1,11443,11/02/2023,63,4312,Tail in box 3,0.5815,30.98,69.36,38.38,1,,,3,,,,,,,,,,,,,,
12137,29,2022,,4444,,,3230,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11444,11/02/2023,63,4313,Tail in box 3,0.5803,31.14,69.16,38.02,0,,,2,,,,,,,,,,,,,,
12138,29,2022,4030,4030,Tail in box 1,3231,3231,,,,CP,2022,,,,,,"first year in, was 0000(11)",763,257,7,13/01/2023,8.1995,11/02/2023,63,74,161,,6.7056,3,1.5457,0.230508828,0.5152,30.72666667,65.89333333,0.333333333,1,0,1,11445,11/02/2023,63,4314,Tail in box 3,0.5218,30.32,64.88,34.56,0,,,1,,,,,,,,,,,,,,
12139,29,2022,,4030,,,3231,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11446,11/02/2023,63,4315,Tail in box 3,0.4913,30.09,65.35,35.26,1,,,12,,,,,,,,,,,,,,
12140,29,2022,,4030,,,3231,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11447,11/02/2023,63,4320,Tail in box 3,0.5326,31.77,67.45,35.68,0,,,11,,,,,,,,,,,,,,
12141,29,2022,3310,3310,Tail in box 1,3113,3113,,,,CP,2021,,,,,,,764,277,6,12/01/2023,7.408,11/02/2023,63,74,128,16,7.1144,3,1.7,0.238951985,0.5667,30.85333333,70.03333333,0.333333333,1,0,1,11448,11/02/2023,63,4321,Tail in box 3,0.5803,31.01,69.96,38.95,0,,,10,,,,,,,,,,,,,,
12142,29,2022,,3310,,,3113,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11449,11/02/2023,63,4322,Tail in box 3,0.56,30.76,71.1,40.34,1,,,9,,,,,,,,,,,,,,
12143,29,2022,,3310,,,3113,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11450,11/02/2023,63,4323,Tail in box 3,0.5597,30.79,69.04,38.25,0,,,8,,,,,,,,,,,,,,
12144,29,2022,4445,4445,Tail in box 1,3232,3232,5225,2922,9742,CP,2022,4/02/2020,3,4,,,,919,142,11,14/01/2023,6.539,11/02/2023,63,67,125,12,6.0087,3,1.6289,0.271090252,0.543,30.14333333,66.45333333,0.333333333,1,0,1,11451,11/02/2023,63,4324,Tail in box 3,0.5578,29.82,64.98,35.16,0,,,7,,,,,,,,,,,,,,
12145,29,2022,,4445,,,3232,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11452,11/02/2023,63,4325,Tail in box 3,0.5678,29.54,65.35,35.81,1,,,6,,,,,,,,,,,,,,
12146,29,2022,,4445,,,3232,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11453,11/02/2023,63,4330,Tail in box 3,0.5033,31.07,69.03,37.96,0,,,5,,,,,,,,,,,,,,
12147,29,2022,1241,1241,Tail in box 1,3233,3233,,,,CP,2022,,,,late for first repro?,,,817,219,11,12/01/2023,5.1469,11/02/2023,63,66,100,27,5.3387,1,0.4939,0.092513159,0.4939,29.02,,0,0,0,1,11454,11/02/2023,63,4331,Tail in box 3,0.4939,29.02,,,0,,,4,tail loss near base,,,,,,,,,,,,,
12148,29,2022,2451,2451,Tail in box 1,3234,3234,3520,3057,10531,CP,2022,15/02/2021,2,2,could be j10207 or j10771,,,926,137,11,13/01/2023,6.8618,12/02/2023,64,68,144,,6.3821,3,1.8019,0.282336535,0.6006,31.13333333,69.62666667,0.666666667,2,0,1,11455,12/02/2023,64,4332,Tail in box 3,0.5914,31.44,71.23,39.79,1,,,3,,,,,,,,,,,,,,
12149,29,2022,,2451,,,3234,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11456,12/02/2023,64,4333,Tail in box 3,0.6132,30.29,68.28,37.99,1,,,2,,,,,,,,,,,,,,
12150,29,2022,,2451,,,3234,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11457,12/02/2023,64,4334,Tail in box 3,0.5973,31.67,69.37,37.7,0,,,1,,,,,,,,,,,,,,
12151,29,2022,5555,5555,Tail in box 1,3148,3148,,,,CP,2021,,,,,,,821,213,11,13/01/2023,8.0899,12/02/2023,64,72,151,,6.5842,3,1.6216,0.246286565,0.5405,30.69333333,68.47,0.666666667,2,0,1,11458,12/02/2023,64,4335,Tail in box 3,0.5426,30.42,69.32,38.9,1,,,12,,,,,,,,,,,,,,
12152,29,2022,,5555,,,3148,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11459,12/02/2023,64,4340,Tail in box 3,0.5359,30.63,66.91,36.28,0,,,11,,,,,,,,,,,,,,
12153,29,2022,,5555,,,3148,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11460,12/02/2023,64,4341,Tail in box 3,0.5431,31.03,69.18,38.15,1,,,10,,,,,,,,,,,,,,
12154,29,2022,4053,4053,Tail in box 1,3235,3235,1001/2,2804,9607,CP,2022,29/01/2020,3,5,,,,847,200,11,13/01/2023,7.966,12/02/2023,64,71,152,,6.683,3,1.8882,0.282537782,0.6294,32.02333333,71.16333333,0.333333333,1,0,1,11461,12/02/2023,64,4342,Tail in box 3,0.6206,32.13,71.67,39.54,0,,,9,,,,,,,,,,,,,,
12155,29,2022,,4053,,,3235,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11462,12/02/2023,64,4343,Tail in box 3,0.6416,31.7,69.64,37.94,0,,,8,,,,,,,,,,,,,,
12156,29,2022,,4053,,,3235,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11463,12/02/2023,64,4344,Tail in box 3,0.626,32.24,72.18,39.94,1,,,7,,,,,,,,,,,,,,
12157,29,2022,2203,2203,Tail in box 1,3236,3236,23(4)/52,2521,9858,CP,2022,8/02/2020,3,5,,,,697,308,1,13/01/2023,6.4537,12/02/2023,64,70,142,,6.0455,2,1.2065,0.199569928,0.6033,30.775,70.835,0.5,1,0,1,11464,12/02/2023,64,4345,Tail in box 3,0.5915,30.7,71.03,40.33,0,,,6,,,,,,,,,,,,,,
12158,29,2022,,2203,,,3236,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11465,12/02/2023,64,4350,Tail in box 3,0.615,30.85,70.64,39.79,1,,,5,,,,,,,,,,,,,,
12159,29,2022,2422,2422,Tail in box 1,2927,2927,3524,2338,8261,CP,2019,19/02/2018,6,6,,,,661,260,12,12/01/2023,9.1811,12/02/2023,64,76,134,14,7.9924,4,2.2499,0.28150493,0.5625,30.435,69.5075,0.75,3,0,1,11466,12/02/2023,64,4351,Tail in box 3,0.5703,30.75,67.62,36.87,1,,,4,smaller,,,,,,,,,,,,,
12160,29,2022,,2422,,,2927,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11467,12/02/2023,64,4352,Tail in box 3,0.5629,30.31,69.7,39.39,0,,,3,,,,,,,,,,,,,,
12161,29,2022,,2422,,,2927,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11468,12/02/2023,64,4353,Tail in box 3,0.5447,30.28,70.53,40.25,1,,,2,,,,,,,,,,,,,,
12162,29,2022,,2422,,,2927,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11469,12/02/2023,64,4354,Tail in box 3,0.572,30.4,70.18,39.78,1,,,1,,,,,,,,,,,,,,
12163,29,2022,4011,4011,Tail in box 1,3237,3237,,,,CP,2022,,,,,,"first year in, was 0000(4)",,,7,13/01/2023,7.771,13/02/2023,65,72,158,,6.0011,4,2.3475,0.391178284,0.5869,30.51,68.0575,1,4,0,1,11470,13/02/2023,65,4355,Tail in box 3,0.5776,30.25,68.1,37.85,1,,,12,,,,,,,,,,,,,,
12164,29,2022,,4011,,,3237,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11471,13/02/2023,65,4400,Tail in box 3,0.5863,31.09,68.68,37.59,1,,,11,,,,,,,,,,,,,,
12165,29,2022,,4011,,,3237,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11472,13/02/2023,65,4401,Tail in box 3,0.6008,30.64,68.01,37.37,1,,,10,,,,,,,,,,,,,,
12166,29,2022,,4011,,,3237,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11473,13/02/2023,65,4402,Tail in box 3,0.5828,30.06,67.44,37.38,1,,,9,,,,,,,,,,,,,,
12167,29,2022,3303,3303,Tail in box 1,3118,3118,,,,CP,2021,,,,,,lost tail at 44,657,273,12,13/01/2023,8.3439,13/02/2023,65,73,145,44,7.3146,3,1.8747,0.256295628,0.6249,30.16,67.65,0.666666667,2,0,1,11474,13/02/2023,65,4403,Tail in box 3,0.6086,29.17,66.44,37.27,1,,,8,,,,,,,,,,,,,,
12168,29,2022,,3303,,,3118,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11475,13/02/2023,65,4404,Tail in box 3,0.6662,30.79,68.86,38.07,0,,,7,,,,,,,,,,,,,,
12169,29,2022,,3303,,,3118,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11476,13/02/2023,65,4405,Tail in box 3,0.5999,30.52,,,1,,,6,"lost tail, have DNA",,,,,,,,,,,,,
12170,29,2022,0042,0042,Tail in box 1,3134,3134,3225,2727,9281,CP,2021,30/01/2019,4,6,,,,800,225,11,13/01/2023,8.1997,13/02/2023,65,74,152,77,6.6791,3,1.9285,0.288736506,0.6428,31.14,70.11666667,1,3,0,1,11477,13/02/2023,65,4410,Tail in box 3,0.6072,30.48,68.54,38.06,1,,,5,,,,,,,,,,,,,,
12171,29,2022,,0042,,,3134,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11478,13/02/2023,65,4411,Tail in box 3,0.6593,31,71.24,40.24,1,,,4,,,,,,,,,,,,,,
12172,29,2022,,0042,,,3134,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11479,13/02/2023,65,4412,Tail in box 3,0.662,31.94,70.57,38.63,1,,,3,,,,,,,,,,,,,,
12173,29,2022,4035,4035,Tail in box 1,3238,3238,,,,CP,2022,,,,,,"first year in, was 0000(14)",738,295,4,12/01/2023,6.3259,13/02/2023,65,68,154,75,6.4327,1,0.5539,0.086106922,0.5539,29.29,64.77,0,0,0,1,11480,13/02/2023,65,4413,Tail in box 3,0.5539,29.29,64.77,35.48,0,,,2,,,,,,,,,,,,,,
12174,29,2022,2333,2333,Tail in box 1,3239,3239,1043,2946,9951,CP,2022,11/02/2020,3,5,,,,808,250,10,13/01/2023,5.6589,13/02/2023,65,67,148,74,6.1835,2,1.2146,0.196425972,0.6073,31.2405,70.815,0,0,0,1,11481,13/02/2023,65,4414,Tail in box 3,0.6105,31.06,70.67,39.61,0,,,1,,,,,,,,,,,,,,
12175,29,2022,,2333,,,3239,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11482,13/02/2023,65,4415,Tail in box 3,0.6041,31.421,70.96,39.539,0,,,12,,,,,,,,,,,,,,
12176,29,2022,2014,2014,Tail in box 1,3240,3240,2352,2935,9847,CP,2022,7/02/2020,3,4,,,,693,313,1,14/01/2023,6.2558,13/02/2023,65,69,139,25,6.1452,2,1.2552,0.204256981,0.6276,31.335,70.035,0,0,0,1,11483,13/02/2023,65,4420,Tail in box 3,0.6081,31.22,69.03,37.81,0,,,11,bigger,,,,,,,,,,,,,
12177,29,2022,,2014,,,3240,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11484,13/02/2023,65,4421,Tail in box 3,0.6471,31.45,71.04,39.59,0,,,10,,,,,,,,,,,,,,
12178,29,2022,Feb-04,Feb-04,Tail in box 1,3241,3241,5550,2811,9788,CP,2022,6/02/2020,3,3,,,,823,216,11,13/01/2023,9.9801,13/02/2023,65,74,158,78,7.4903,5,2.7996,0.373763401,0.5599,30.504,67.586,0.6,3,0,1,11485,13/02/2023,65,4422,Tail in box 3,0.5402,30.21,67.83,37.62,1,,,9,,,,,,,,,,,,,,
12179,29,2022,,Feb-04,,,3241,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11486,13/02/2023,65,4423,Tail in box 3,0.5461,30.68,67.64,36.96,0,,,8,,,,,,,,,,,,,,
12180,29,2022,,Feb-04,,,3241,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11487,13/02/2023,65,4424,Tail in box 3,0.5562,30.18,65.38,35.2,1,,,7,dropped tail,,,,,,,,,,,,,
12181,29,2022,,Feb-04,,,3241,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11488,13/02/2023,65,4425,Tail in box 3,0.5829,30.62,68.17,37.55,0,,,6,bigger,,,,,,,,,,,,,
12182,29,2022,,Feb-04,,,3241,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11489,13/02/2023,65,4430,Tail in box 3,0.5742,30.83,68.91,38.08,1,,,5,,,,,,,,,,,,,,
12183,29,2022,3040,3040,Tail in box 1,2728,2728,0123,2401,7167,CP,2017,24/01/2015,8,8,,,,808,250,10,12/01/2023,8.3996,13/02/2023,65,77,145,28,7.9356,3,1.9891,0.250655275,0.663,31.41333333,71.16333333,0.333333333,1,0,1,11490,13/02/2023,65,4431,Tail in box 3,0.7112,31.6,71.54,39.94,0,,,4,,,,,,,,,,,,,,
12184,29,2022,,3040,,,2728,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11491,13/02/2023,65,4432,Tail in box 3,0.6503,30.96,70,39.04,0,,,3,,,,,,,,,,,,,,
12185,29,2022,,3040,,,2728,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11492,13/02/2023,65,4433,Tail in box 3,0.6276,31.68,71.95,40.27,1,,,2,,,,,,,,,,,,,,
12186,29,2022,02/541,02/541,Tail in box 1,3112,3112,2345,2663,9303,CP,2021,31/01/2019,4,5,svl should be 77? Aka 0241,,,771,251,7,13/01/2023,9.8813,13/02/2023,65,67,151,47,7.6143,4,2.2557,0.296245223,0.5639,31.1225,69.6425,0.5,2,0,1,11493,13/02/2023,65,4434,Tail in box 3,0.5145,30.67,68.52,37.85,0,,,1,,,,,,,,,,,,,,
12187,29,2022,,02/541,,,3112,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11494,13/02/2023,65,4435,Tail in box 3,0.5983,31.58,71.34,39.76,1,,,12,,,,,,,,,,,,,,
12188,29,2022,,02/541,,,3112,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11495,13/02/2023,65,4440,Tail in box 3,0.5702,30.71,69.1,38.39,1,,,11,,,,,,,,,,,,,,
12189,29,2022,,02/541,,,3112,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11496,13/02/2023,65,4441,Tail in box 3,0.5727,31.53,69.61,38.08,0,,,10,,,,,,,,,,,,,,
12190,29,2022,Feb-13,Feb-13,Tail in box 1,3242,3242,1251,2930,9797,CP,2022,6/02/2020,3,4,,,,808,229,11,12/01/2023,6.8506,13/02/2023,65,69,133,21,5.3658,3,1.7126,0.319169555,0.5709,31.04,68.51,1,3,0,1,11497,13/02/2023,65,4442,Tail in box 3,0.6016,30.94,69.87,38.93,1,,,9,,,,,,,,,,,,,,
